Name,Address,Bedroom,Bathroom,Total_area,Price
Apartemen Palm mansion Ym Surya 5 Jakarta Barat,"Kalideres, Jakarta Barat",2,1,36 m²," 350,000,000"
"JUAL Butuh Uang, 2Kamar 200jt an Sertipikat Hak Milik","Cakung, Jakarta Timur",2,1,36 m²," 230,000,000"
Dijual Cepat Apartemen Pavilion 4 BR,Jakarta Pusat,4,3,219 m²," 7,000,000,000"
City Park Dijual 2 Bedroom Furnished (Non TV) di Cengkareng,"Cengkareng Barat, Jakarta Barat",2,1,33 m²," 190,000,000"
3Bedroom Unit 10th Fl Nirvana Apartment Kemang,"Kemang, Jakarta Selatan",3,2,224 m²," 4,500,000,000"
Dijual Apartemen Favorite di City Home MOI kelapa gading,"Kelapa Gading, Jakarta Utara",2,1,45 m²," 685,000,000"
Jual Apartemen The Baile di Cikini Jakarta Pusat.,"Menteng, Jakarta Pusat",1,1,29 m²," 1,750,000,000"
Apartemen The Newton Ciputra World 2 Kuningan Jakarta Selatan,"Karet Kuningan, Jakarta Selatan",1,1,23 m²," 1,184,000,000"
apartment ambasador 2BR murah strategis siap pakai,"Karet Kuningan, Jakarta Selatan",2,1,98 m²," 1,500,000,000"
3BR Hook Furnished Apartemen Taman Anggrek Residences  Mall Taman Anggrek,"Tanjung Duren, Jakarta Barat",3,2,65 m²," 1,790,000,000"
Dijual 2BR Apartemen Green Lake Sunter,"Sunter, Jakarta Utara",2,1,42 m²," 750,000,000"
Apartemen Sedayu City Size 37m2 Type 1BR di Kelapa Gading Jakarta Utar,"Kelapa Gading, Jakarta Utara",1,1,37 m²," 900,000,000"
Apartemen Boutiqe,"Kemayoran, Jakarta Pusat",2,1,49 m²," 550,000,000"
Apartemen Mediteranian Kemayoran,Jakarta Pusat,2,1,37 m²," 380,000,000"
"Jual Apartemen Bassura City- Tower C, 28th Floor-2bedroom Unfurnish","Cipinang, Jakarta Timur",2,1,34 m²," 502,000,000"
Apartemen Moi Kelapa Gading 2BR 45m2 Fullfurnish Lt 10 PPJB,"Kelapa Gading Barat, Jakarta Utara",2,1,45 m²," 625,000,000"
Mansion  kelapa  gading,"Kemayoran, Jakarta Pusat",2,2,76 m²," 1,250,000,000"
"Apartemen Taman Rasuna,Tower 14,lantai tinggi,fully furnished,baru renovasi,siap huni","Kuningan, Jakarta Selatan",3,2,74 m²," 1,350,000,000"
For sale apartemen daksa residence di Senopati Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",2,2,149 m²," 6,750,000,000"
"Turun Harga, Owner Bu, Setiabudi Residence, Fully Furnished, Pool & City  View","SetiaBudi, Jakarta Selatan",2,1,83 m²," 2,500,000,000"
Apartemen Ciputra World 1 My Home 2 Bedroom Semi Furnished,"Kuningan, Jakarta Selatan",2,2,164 m²," 8,000,000,000"
Dijual Apartemen Gold Coast PIK sea view the best hoek balkon besar,"Pantai Indah Kapuk, Jakarta Utara",3,2,135 m²," 4,000,000,000"
Apartemen H Residence MT Haryono,"Cawang, Jakarta Timur",1,1,34 m²," 750,000,000"
Dijual Apartemen Denpasar Residence 83sqm by Prasetyo Property,"SetiaBudi, Jakarta Selatan",2,2,83 m²," 2,500,000,000"
Strategis Apartemen Bassura City Type 2kamar Tower Alamanda,"Cipinang, Jakarta Timur",2,1,34 m²," 543,999,999"
Jual Apartemen Taman Anggrek 3BR full Furnished Tanjung Duren Jakarta,"Tanjung Duren, Jakarta Barat",3,1,146 m²," 2,900,000,000"
"Dijual Apt Mediterania 1 Tanjung Duren, Tower Dahlia","Tanjung Duren, Jakarta Barat",1,1,30 m²," 595,000,000"
Dijual Apartemen Kusuma Chandra Good Unit by Prasetyo Property,"Kebayoran Baru, Jakarta Selatan",3,2,145 m²," 5,500,000,000"
"2 Bed Room 77m2 Apartmen Thamrin Residence, Very Strategic Location fo","Thamrin, Jakarta Pusat",2,2,77 m²," 2,300,000,000"
Dijual Apartemen Green Pramuka - Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",2,1,33 m²," 450,000,000"
Apartemen Pakubuwono Signature 4BR Furniture,Jakarta Selatan,4,4,385 m²," 21,900,000,000"
Apartment Northland Ancol,"Ancol, Jakarta Utara",2,1,41 m²," 700,000,000"
"Dijual Apartemen Bloomington,Kemang Village Residence Jakarta Selatan","Kemang, Jakarta Selatan",3,3,215 m²," 9,300,000,000"
"KONDOMINIUM JUANDA, APARTMENT JUANDA","Pasar Baru, Jakarta Pusat",3,2,116 m²," 1,200,000,000"
Apartemen Metro Sunter,"Sunter, Jakarta Utara",3,1,52 m²," 387,000,000"
BINTARO PARK VIEW APARTMENT BEBAS DP READY LANGSUNG HUNI,"Bintaro, Jakarta Selatan",1,1,22 m²," 400,000,000"
Nice and Cozy 3BR Apartment Strategically Located   Sudirman,"Sudirman, Jakarta Selatan",3,2,110 m²," 3,200,000,000"
Dijual Apartemen Belleza Permata Hijau Jakarta Selatan,"Permata Hijau, Jakarta Selatan",4,4,278 m²," 6,500,000,000"
Apartemen Green View Pondok Indah Fullfurnished,"Pondok Indah, Jakarta Selatan",2,2,135 m²," 3,500,000,000"
DIJUAL CEPAT BU APARTEMEN GREEN LAKE SUNTER STUDIO FULL FURNISH,"Sunter Agung, Jakarta Utara",1,1,20 m²," 285,000,000"
Mansion Kemayoran View Golf Lantai Tinggi Furnished Luas 74m,"Kemayoran, Jakarta Pusat",2,1,74 m²," 1,100,000,000"
JUAL Apartemen Murah 3Bedroom 22/E Unfurnish twr terbaik-Bassura City,"Cipinang, Jakarta Timur",3,1,48 m²," 645,200,000"
For SALE 1 unit Apartment Metro Park Residence,"Kedoya Selatan, Jakarta Barat",2,1,53 m²," 1,100,000,000"
DIJUAL CEPAT HARGA BU INTERCON TOWER KEMANG VILLAGE,"Kemang, Jakarta Selatan",2,2,95 m²," 2,350,000,000"
Jual Cepat Apartemen Setiabudi Residence 3 Kamar Furnish Private Lift,"SetiaBudi, Jakarta Selatan",3,2,142 m²," 4,000,000,000"
Dijual lt.26 C -2BR Apartemen on The Top Mall Of mall Bassura city,"Cipinang, Jakarta Timur",2,1,34 m²," 504,800,000"
Apartement Mewah 3 BR Di Ancol Mansion Ancol Jakarta Utara,"Ancol, Jakarta Utara",3,3,165 m²," 3,500,000,000"
DIJUAL CEPAT SEMI FURNISHED EMPIRE KEMANG VILLAGE,"Kemang, Jakarta Selatan",2,2,89 m²," 2,300,000,000"
Studio Unfurnished Apartemen Taman Anggrek Residences   Mall Taman Anggrek,"Tanjung Duren, Jakarta Barat",1,1,26 m²," 725,000,000"
Dijual apartment ciputra world 2 kuningan jaksel NEGO,"Karet Kuningan, Jakarta Selatan",1,1,55 m²," 2,200,000,000"
"Tanpa DP,  Cicilan 3 jutaan,  Apartment Siap Huni & Full Furnish","Daan Mogot, Jakarta Barat",2,1,38 m²," 600,000,000"
Dijual Apartment Hampton Park Cilandak Jakarta Selatan,"Cilandak, Jakarta Selatan",2,2,102 m²," 2,300,000,000"
"APARTEMEN GRAHA CEMPAKA MAS, CEMPAKA PUTIH 2+1RB, SEMI FURNISH, SHM, DIBAWAH PBB","Cempaka Putih, Jakarta Pusat",2,1,74 m²," 550,000,000"
Dijual Apartemen Taman Rasuna Tower 8 Full Furnished by Asik Property,"SetiaBudi, Jakarta Selatan",2,1,74 m²," 1,400,000,000"
Dijual Apartemen Aston Pluit. LB 42m2.,"Pluit, Jakarta Utara",1,1,42 m²," 550,000,000"
"Murah dan Mewah Apartment di Taman Anggrek Tower 6, Grogol Petamburan","Grogol Petamburan, Jakarta Barat",3,2,146 m²," 3,100,000,000"
Dijual Apartemen Taman Anggrek Tower 6 Full Furnished,"Tanjung Duren, Jakarta Barat",3,2,146 m²," 2,800,000,000"
DIJUAL CEPAT INTERCON TOWER KEMANG VILLAGE NEGO SAMPAI DEAL,"Kemang, Jakarta Selatan",2,2,95 m²," 2,500,000,000"
Penthouse Apartemen Cervino Casablanca Jakarta Selatan,"Kuningan, Jakarta Selatan",5,3,190 m²," 2,900,000,000"
"Turun Harga, Setiabudi Residence, 2BR, Unit Jarang ada, fully furnished","SetiaBudi, Jakarta Selatan",2,2,99 m²," 2,600,000,000"
"Jual Apartemen - Taman Anggrek Tower 6, Lt 37 Grogol ST-AP887","Grogol Petamburan, Jakarta Barat",3,2,146 m²," 3,500,000,000"
Super Murah Dan Siap Huni Apartement Greenbay Tower C,"Pluit, Jakarta Utara",2,1,36 m²," 395,000,000"
Dijual Apartment Newton 1 Ciputra World Semanggi Setia Budi Jakarta Selatan,"SetiaBudi, Jakarta Selatan",1,1,25 m²," 1,370,000,000"
Brigitta - Jual Murah Apartemen Setiabudi Residence,"SetiaBudi, Jakarta Selatan",3,2,141 m²," 3,980,000,000"
"Apartemen District 8 Senopati, 179 Sqm, 3 Br, Furnished (AT)","Kebayoran Baru, Jakarta Selatan",3,3,179 m²," 11,500,000,000"
Apartemen Full Furnish di Gading Icon  - Melly,"Pulo Gadung, Jakarta Timur",2,1,36 m²," 360,000,000"
Brigitta- Jual Murah Banget Apartemen La Maison Barito 3 Bedroom,"Kebayoran Baru, Jakarta Selatan",3,2,169 m²," 5,950,000,000"
"Dijual Apartemen Anandamaya Residence  Sudirman 2 BR (150 Sqm) TERMURAH 8,5 M","Karet Tengsin, Jakarta Pusat",2,2,150 m²," 8,500,000,000"
Dijual baru Apartement The Royale Springhill Residences,"Kemayoran, Jakarta Pusat",2,1,165 m²," 2,900,000,000"
"Dijual Cepat Apartemen Mangga Dua Court, Jakarta Pusat","Mangga Dua Selatan, Jakarta Pusat",4,3,150 m²," 1,150,000,000"
Apartemen di Kelapa Gading The Oak Tower - The Premiere Series,Jakarta Timur,2,1,42 m²," 926,466,000"
"Dijual Apt Thamrin Residence 2Br Luas 77 FF Rp. 1,95 M Tipe Premier","Thamrin, Jakarta Pusat",2,2,77 m²," 1,950,000,000"
Dijual  Apt Sunter Icon,"Sunter, Jakarta Utara",2,1,48 m²," 800,000,000"
Apartemen Lexington Residence Type Studio di Jakarta Selatan,"Pesanggrahan, Jakarta Selatan",1,1,37 m²," 647,500,000"
Dijual Cepat Dan Murah Apartemen Nirvana Kemang 224m2 Rp. 3.89M,"Bangka, Jakarta Selatan",3,2,224 m²," 3,899,000,000"
APARTEMENT OAK TOWER Lokasi Kelapa Gading Siap Huni Full Furnish,"Kelapa Gading, Jakarta Utara",2,1,42 m²," 770,000,000"
"DIJUAL APARTEMEN TAMAN RASUNA 3+1 KT, KUNINGAN JAKARTA SELATAN","Kuningan, Jakarta Selatan",3,3,91 m²," 1,800,000,000"
"Apartemen Green Pramuka, Cempaka Putih Jual Murah","Rawa Sari, Jakarta Pusat",2,1,34 m²," 290,000,000"
GREEN PRAMUKA JUAL 2KAMAR TIDUR FURNIS,"Cempaka Putih, Jakarta Pusat",2,1,33 m²," 325,000,000"
"For Sell Pavilion, modern furnished","Tanah Abang, Jakarta Pusat",3,1,135 m²," 4,300,000,000"
Apartemen Casablanca East,"Pondok Bambu, Jakarta Timur",2,1,36 m²," 315,000,000"
Dijual Apartemen Casablanca 3 Bedroom Sudah Renov,"Casablanca, Jakarta Selatan",3,2,146 m²," 3,500,000,000"
APARTEMEN GREEN PRAMUKA 2 KAMAR FULLY FURNISHED INCLUDE BIAYA BALIK NAMA,"Cempaka Putih, Jakarta Pusat",2,1,33 m²," 300,000,000"
Dijual Apartment 57 promenade Thamrin Jakpus,"Thamrin, Jakarta Pusat",1,1,55 m²," 37,500,000,000"
Apartemen Tebet Cervino Village Casablanca Jakarta,"Tebet, Jakarta Selatan",3,2,192 m²," 2,550,000,000"
BINTARO PARK VIEW APARTMENT BEBAS DP HANYA BAYAR UANG TANDA JADI SIAP HUNI  YUK,"Bintaro, Jakarta Selatan",2,1,38 m²," 700,000,000"
Dijual Murah Ambassade Residence 1 Bed Luas 70 sqm UnFurnished,"Kuningan, Jakarta Selatan",1,1,70 m²," 950,000,000"
Dijual 2BR The Lavande Residences Unit Totally Brand New Rp. 1.5 M nego,"Tebet, Jakarta Selatan",2,1,56 m²," 1,500,000,000"
"APARTEMEN TIFOLIA Cicilan 2,7jtan   AREA JAKARTA TIMUR - KELAPA GADING","Pulo Gadung, Jakarta Timur",1,1,19 m²," 345,000,000"
Apartment Tamansari Semanggi Setiabudi Jakarta selatan Studio Lt36 Fur,"Karet Semanggi, Jakarta Selatan",1,1,34 m²," 900,000,000"
For sale/rent apartment FX Residence di jalan Sudirman Tanah Abang Jakarta Pusat,"Tanah Abang, Jakarta Pusat",3,3,130 m²," 2,600,000,000"
"Pavilion Tower 2 Semi Furnished Lantai Bawah Luas 82 Meter Harga Rp 2,9 M Nego","Tanah Abang, Jakarta Pusat",2,1,82 m²," 2,900,000,000"
APARTEMEN ANCOL MANSION TYPE 3 BR FURNISHED DI JAKARTA UTARA,"Ancol, Jakarta Utara",3,2,177 m²," 2,600,000,000"
Dijual Apartemen Empyreal Jakarta Selatan Luas dan Strategis,"Kuningan, Jakarta Selatan",3,2,127 m²," 3,600,000,000"
Dijual Apartemen Bellagio Residence uk104m2 Siap Huni Best Price at Jakarta Selatan,"Kuningan, Jakarta Selatan",3,3,104 m²," 2,700,000,000"
For Sale ekslusif  Apartemen Hampton Park Jakarta,"Cilandak Barat, Jakarta Selatan",3,2,121 m²," 3,500,000,000"
Apartemen Mediterania Lagoon 3BR Full Renovasi Kemayoran Jakarta Pusat,"Kemayoran, Jakarta Pusat",3,2,97 m²," 1,190,000,000"
Dijual 1BR Kuningan Place Tower Ultima Fully Furnished Rp. 950 Jt nego,"SetiaBudi, Jakarta Selatan",1,1,40 m²," 950,000,000"
"Apartemen Kedoya Elok Kebon Jeruk, Full Furnished Siap Pakai","Kedoya, Jakarta Barat",2,2,115 m²," 2,380,000,000"
"Jual Rugi Apartemen Casa Grande Residences Menteng Dalam, Jakarta Selatan","Menteng Dalam, Jakarta Selatan",2,1,76 m²," 2,450,000,000"
Condominium Taman Kemayoran 2BR size 78 m2 Jakarta Pusat,"Kemayoran, Jakarta Pusat",2,2,78 m²," 775,000,000"
"Apartment Green Lake, sunter, north jakarta, DIJUAL","Tanjung Priok, Jakarta Utara",2,1,43 m²," 579,000,000"
"BEST PRICE Apartemen Lavie Setiabudi, Tower Porte, 122 sqm, 2 BR, Furnished","SetiaBudi, Jakarta Selatan",2,2,122 m²," 6,600,000,000"
TURUN HARGA       DIJUAL APARTEMEN SUNTER ICON SEMI FURNISHED JAKARTA UTARA,"Sunter, Jakarta Utara",2,1,45 m²," 650,000,000"
Apartment Ciputra World 2 - Tower Orchard,"Kuningan, Jakarta Selatan",2,1,77 m²," 2,800,000,000"
Apartemen City Resort,"Cengkareng Timur, Jakarta Barat",3,2,55 m²," 725,000,000"
Dijual Condominium Mewah The St Moritz,"Puri Indah, Jakarta Barat",4,3,178 m²," 6,000,000,000"
"Turun Harga Setiabudi Residence,Siap Huni, Harga BU,Fully Furnished","SetiaBudi, Jakarta Selatan",3,2,141 m²," 3,900,000,000"
"The Grove Masterpiece 3 bedroom, luas: 176m2, lokasi strategis","Kuningan, Jakarta Selatan",3,2,176 m²," 4,200,000,000"
Dijual Apartemen Senayan Residence,"Senayan, Jakarta Selatan",2,2,95 m²," 3,500,000,000"
GREEN PRAMUKA 2 KAMAR TIDUR FURNIS JUAL MURAH,"Cempaka Putih, Jakarta Pusat",2,1,33 m²," 325,000,000"
Dijual Murah Apartment 2BR Anggrek Resident,"Kebon Jeruk, Jakarta Barat",2,1,50 m²," 1,500,000,000"
DIJUAL 1 UNIT Apartemen Central Park Tipe 1BR,"Tanjung Duren, Jakarta Barat",1,1,44 m²," 1,300,000,000"
For Sale Taman Rasuna 18th 2br 64 Sqm,"Kuningan, Jakarta Selatan",2,1,64 m²," 1,200,000,000"
Dijual 2 BR furnish apartemen green bay Pluit,"Pluit, Jakarta Utara",2,1,35 m²," 490,000,000"
Jual Apartemen Sailendra JW Marriot 4 Bedroom Mega Kuningan Jakarta Selatan,"Kuningan, Jakarta Selatan",4,5,330 m²," 17,000,000,000"
"Di jual Apartemen Paladian Park,  Kelapa Gading Jakarta Utara","Kelapa Gading, Jakarta Utara",4,2,119 m²," 1,800,000,000"
3Bedroom Unit 15th fl  Nirvana Apartment Kemang,"Kemang, Jakarta Selatan",3,2,224 m²," 4,600,000,000"
Apartemen 2BR Luas Dan Newly Furnished Dgn World Class Facilities,"Menteng, Jakarta Pusat",2,2,72 m²," 2,500,000,000"
"DIJUAL APARTEMEN GOLF HILL TERRACE  3+1 KT, JAKARTA SELATAN","Pondok Indah, Jakarta Selatan",3,2,178 m²," 5,500,000,000"
Apartment / Kondominium Wesling Kedoya,"Kembangan, Jakarta Barat",3,2,101 m²," 1,250,000,000"
DIJUAL APARTEMEN KEMPINSKI PRIVATE RESIDENCES 225 SQM (BEST VIEW),"Thamrin, Jakarta Pusat",2,1,225 m²," 10,900,000,000"
Jual Apartemen Full Furnished Type Studio Taman Sari Hive Cawang Jakar,"Cawang, Jakarta Timur",1,1,28 m²," 800,000,000"
"Apartemen Moi Kelapa Gading Square 45m2 type 2BR, Kelapa Gading Jakarta Utara","Kelapa Gading, Jakarta Utara",2,1,45 m²," 595,000,000"
70590 - Dijual Apartemen Taman Sari Residence Sudirman 2BR 70m2 Best Price Elegant Fu...,"Sudirman, Jakarta Selatan",2,1,70 m²," 1,650,000,000"
Apt Verde 1 Setiabudi 3BR Furnish Lengkap,"Ancol, Jakarta Utara",3,2,198 m²," 7,200,000,000"
"Royal mediterania murah 2+1br, FF, s parman central park","Tanjung Duren, Jakarta Barat",2,2,53 m²," 1,600,000,000"
SPESIALIS Apartement Hamptons park unit besar,"Cilandak, Jakarta Selatan",3,2,137 m²," 3,000,000,000"
Apartemen Kempinski Private Residence 2BR,"Thamrin, Jakarta Pusat",2,2,157 m²," 6,000,000,000"
DIJUAL CEPAT COCOK UNTUK INVESTASI CONDO AZALEA TAMAN ANGGREK RESIDENCES,"Tanjung Duren, Jakarta Barat",2,4,99 m²," 2,800,000,000"
Westmark type studio taman anggrek,"Taman Sari, Jakarta Barat",1,1,29 m²," 650,000,000"
Penthouse Royale Springhill Kemayoran,"Kemayoran, Jakarta Pusat",3,4,390 m²," 8,000,000,000"
"DIJUAL Apartment Thamrin Residence Tower Bougenville, 3 BR, 105 m2, FF, Jakpus","Thamrin, Jakarta Pusat",3,3,105 m²," 3,200,000,000"
Apartemen Aston Marina Ancol 4 BR Lantai 9,"Pademangan, Jakarta Utara",4,2,77 m²," 1,100,000,000"
Apartemen Istana Harmoni,"Gambir, Jakarta Pusat",2,2,84 m²," 1,500,000,000"
"Dijual 3 Br The Lavande Residences 80m2 Rp.2,3M Nego","Tebet, Jakarta Selatan",3,2,80 m²," 2,300,000,000"
Apartemen LRT City Cibubur,"Cibubur, Jakarta Timur",1,1,34 m²," 773,000,000"
Apartemen Metro Sunter,"Sunter, Jakarta Utara",2,1,70 m²," 480,920,000"
Dijual Apartemen Kalibata City Tower Borneo 2BR Full Furnished,"Pancoran, Jakarta Selatan",2,1,33 m²," 325,000,000"
DIJUAL RUGI Apartemen Tokyo Riverside PIK 2 Tipe Studio Uk 21m2 VIEW LAUTTT,"Pantai Indah Kapuk, Jakarta Utara",1,1,21 m²," 270,000,000"
Citra living lokasi premium & strategis cengkareng jakarta barat,"Cengkareng, Jakarta Barat",1,1,33 m²," 400,000,000"
Dijual 2BR Kemang Jaya Tower Alpinia Lantai Rendah Rp. 1.850 M nego,"Mampang Prapatan, Jakarta Selatan",2,1,94 m²," 1,850,000,000"
Apartemen FX Residence Sudirman 3 bedrooms Murah dan Bagus,"Sudirman, Jakarta Selatan",3,2,110 m²," 3,500,000,000"
Dijual 3 Bed Room Fully Renovated Apartemen Pavilion Sudirman,"Tanah Abang, Jakarta Pusat",3,2,144 m²," 4,300,000,000"
Apartemen Teluk Intan 2BR Semi Furnish,Jakarta Utara,2,1,39 m²," 399,000,000"
"Dijual murah apartemen MOI Frenchwalk tower Evian Garden Kelapa Gading, Jakarta","Kelapa Gading, Jakarta Utara",4,3,115 m²," 1,750,000,000"
APARTEMEN SEASONS CITY TYPE STUDIO FULL FURNISH,"Tambora, Jakarta Barat",1,1,35 m²," 420,000,000"
DIJUAL MURAH APARTEMEN 2BR KALIBATA RESIDENT,"Kalibata, Jakarta Selatan",2,1,33 m²," 320,000,000"
Flamboyan 12 Jual Cepat type 2kamar view Lepas-Bassura City,"Cipinang, Jakarta Timur",2,1,34 m²," 448,500,000"
jual butuh segera Damaer apt kalcit shm,"Duren Tiga, Jakarta Selatan",2,1,32 m²," 347,500,000"
Dijual Murah Unit Apartemen Sunter Park View Tipe 2 Bed Room,"Sunter, Jakarta Utara",2,1,36 m²," 499,000,000"
Di Jual Unit Apartemen Green Palm Residence Type 3BR Nonfurnish,"Kembangan, Jakarta Barat",3,2,60 m²," 520,000,000"
Dijual 2 Br Park Royale Executive Suites,"Gatot Subroto, Jakarta Selatan",2,1,103 m²," 2,500,000,000"
Dijual cepat apartemen nirvana kemang murah,"Mampang Prapatan, Jakarta Selatan",3,2,198 m²," 4,000,000,000"
Apartemen Nifarro Park - Tower Eboni - 2BR Unfurnished di Pejaten,"Pasar Minggu, Jakarta Selatan",2,1,51 m²," 1,100,000,000"
"Dijual 4Br Setiabudi 159 m2 Rp.4,3 M Nego","SetiaBudi, Jakarta Selatan",4,3,159 m²," 4,300,000,000"
"Apartemen Taman Rasuna, Tower Depan, Extra Balcon, Unit Jarang Ada","Kuningan, Jakarta Selatan",2,1,74 m²," 1,250,000,000"
"Taman Anggrek Residences Tipe Studio Fully Furnish, Middle Floor","Grogol Petamburan, Jakarta Barat",1,1,26 m²," 700,000,000"
"Apartemen MTH Square Jakarta Timur, 2Bedroom, Unfurnished.","Jatinegara, Jakarta Timur",2,1,63 m²," 900,000,000"
APARTEMEN THE SUMMIT 2BR LANTAI RENDAH FURNISHED,"Kelapa Gading, Jakarta Utara",2,2,110 m²," 2,900,000,000"
Apartemen 3BR di Setiabudi SkyGarden Furnished,"SetiaBudi, Jakarta Selatan",3,3,155 m²," 6,530,000,000"
DIJUAL CEPAT UNIT STUDIO INTERCON TOWER KEMANG VILLAGE BISA KPA,"Kemang, Jakarta Selatan",1,1,43 m²," 1,600,000,000"
JUAL BU Apartemen Royal Olive 2 KT Jaksel SETENGAH HARGA,"Mampang Prapatan, Jakarta Selatan",2,1,52 m²," 750,000,000"
Dijual/Disewa Unit 2BR di Apartemen Pancoran Riverside - Full Furnished,"Pengadegan, Jakarta Selatan",2,1,34 m²," 700,000,000"
Jual Cepat Apartemen 2 BR OAK Tower Jakarta Timur,"Pulo Gadung, Jakarta Timur",2,1,42 m²," 600,000,000"
DIJUAL APARTEMEN THE SUMMIT KELAPA GADIN 2BR MURAH MERIAH,"Kelapa Gading, Jakarta Utara",3,2,108 m²," 2,200,000,000"
APARTEMEN GREEN PRAMUKA CITY MALL 2BR KOSONG,"Cempaka Putih, Jakarta Pusat",2,1,33 m²," 450,000,000"
Apartemen Signature Park Type Studio dng Interior Exclusive,"Tebet, Jakarta Selatan",1,1,24 m²," 660,000,000"
Apartemen Green Pramuka Pemilik Butuh Uang,Jakarta Pusat,2,1,33 m²," 550,000,000"
Dijual Apt Thamrin Res 2Br Rp. 2 Milyar Murah Sekali (jarang ada),"Thamrin, Jakarta Pusat",2,1,70 m²," 2,000,000,000"
Apartemen Sunter Park,"Sunter, Jakarta Utara",1,1,21 m²," 280,000,000"
JUAL Apartemen Kalibata City Green Palace 2BR Furnish Sakura,Jakarta Selatan,2,1,38 m²," 550,000,000"
dijual apartemen di transparl cibubur,"Cibubur, Jakarta Timur",1,1,22 m²," 530,000,000"
Green park View Murah 300 juta langsung Huni Apartemen Murah,"Cengkareng Timur, Jakarta Barat",33,1,33 m²," 300,000,000"
Dijual / Disewakan Apartement Cantik di Springhill Kemayoran,"Kemayoran, Jakarta Pusat",4,3,99 m²," 2,200,000,000"
JUAL Apartemen Kalibata City Green Palace 2BR SHM nusa indah,Jakarta Selatan,2,1,36 m²," 500,000,000"
Dijual Apartemen GARDENIA BOULEVARD FULLY FURNISHED,"Pejaten, Jakarta Selatan",2,1,48 m²," 850,000,000"
Apartemen Murah siap Huni Jakarta Barat Green Park View,"Cengkareng, Jakarta Barat",2,1,33 m²," 300,000,000"
Strategis Apartemen Bassura City Type 2kamar Tower Dahlia,"Cipinang, Jakarta Timur",2,1,34 m²," 449,999,999"
JUAL Murah Apartemen Casablanca East Residence 2BR RENOV 3BR,"Duren Sawit, Jakarta Timur",2,1,42 m²," 515,000,000"
Dijual Unit Apartemen Westmark Residence Full Furnished,"Grogol Petamburan, Jakarta Barat",2,1,38 m²," 650,000,000"
Dijual Apartemen Somerset Grand Citra  4BR Uk365m2 Furnished at Satrio Jaksel,"Kuningan, Jakarta Selatan",4,4,365 m²," 10,000,000,000"
Dijual Murah Apartemen kali bata city tower mawar 9ce.,"Kalibata, Jakarta Selatan",3,1,50 m²," 675,000,000"
Jual Butuh Segera 185jt 2BR Apartemen,"Cakung, Jakarta Timur",2,1,36 m²," 185,000,000"
"Murah dan BU 1 Bed Room Apartemen Thamrin Residence 1,320 M harga Nett","Thamrin, Jakarta Pusat",1,1,42 m²," 1,270,000,000"
Apartemen Taman Rasuna Tower 9 Lokasi Strategis Kuningan,"Kuningan, Jakarta Selatan",3,2,90 m²," 1,500,000,000"
DIJUAL APARTEMEN TOKYO RIVERSIDE 2 KAMAR TIDUR DENGAN HARGA TERMURAH,"Pantai Indah Kapuk, Jakarta Utara",2,2,36 m²," 400,000,000"
Dijual 2BR Casablanca East Residence Fully Furnish Rp. 325 Jt Nego,"Duren Sawit, Jakarta Timur",2,1,31 m²," 325,000,000"
Apartment Season City 2BR,Jakarta Barat,2,1,48 m²," 600,000,000"
Dijual Apartemen Casablanca Mansion Full Furnished,"Menteng Dalam, Jakarta Selatan",2,2,62 m²," 1,450,000,000"
Apartemen the boutique - Kemayoran - Jakarta Pusat,"Kemayoran, Jakarta Pusat",2,1,48 m²," 650,000,000"
Jual murah apart kalibata city Akasia shm,"Pancoran, Jakarta Selatan",2,1,30 m²," 327,500,000"
Apartemen 2 Bedroom Lexington Residence,"Bintaro, Jakarta Selatan",2,2,86 m²," 1,800,000,000"
Dijual Apartment District 8 SCBD Sudirman Jakarta Selatan,"Sudirman, Jakarta Selatan",4,4,179 m²," 11,500,000,000"
Dijual - Apartemen Pakubuwono Residence,"Kebayoran Baru, Jakarta Selatan",2,2,177 m²," 6,499,000,000"
Thamrin Residence 2 Bedroom Lantai 16 Furnished,"Thamrin, Jakarta Pusat",2,1,58 m²," 1,500,000,000"
"Dijual Apartemen The Boulevard Tanah Abang, Jakarta Pusat","Tanah Abang, Jakarta Pusat",1,1,55 m²," 1,300,000,000"
Dijual Apartemen Four Season Residence Summer Tower,"SetiaBudi, Jakarta Selatan",3,1,192 m²," 9,500,000,000"
"Apartemen The Kensington Royal Suites Size 63,31m Tower Suit Clif kelapa gading","Kelapa Gading, Jakarta Utara",2,2,63 m²," 2,000,000,000"
Jual Termurah 2BR Apartemen Mediterania Marina Residence Jakarta utara,"Ancol, Jakarta Utara",2,1,45 m²," 525,000,000"
Dijual Apartemen Sunter - Green Lake Sunter - Promo Only 260jt (Cash),"Sunter, Jakarta Utara",1,1,21 m²," 260,000,000"
"The Royale Springhill Apartemen Kemayoran - Pademangan, Jakarta Utara","Kemayoran, Jakarta Pusat",2,1,119 m²," 2,300,000,000"
Vky - Dijual Cepat Apartemen Puri Mansion Studio Tower A Lt. Tinggi,"Kembangan, Jakarta Barat",1,1,26 m²," 388,000,000"
"Apartemen The Peak Sudirman, Private Lift, Nego","SetiaBudi, Jakarta Selatan",3,2,159 m²," 4,300,000,000"
