Name,Address,Bedroom,Bathroom,Total_area,Price
Apartemen Denpasar Residence Tipe 2BR DIJUAL Fully Furnished,"Karet Kuningan, Jakarta Selatan",2,1,72 m²," 2,300,000,000"
"Apartment Mall of Indonesia(Miami),kelapa gading,north jakarta, DIJUAL","Kelapa Gading, Jakarta Utara",2,1,45 m²," 650,000,000"
"Apartemen The Mansion Kemayoran 2BR Full Furnished Cantik, Jakpus","Kemayoran, Jakarta Pusat",2,2,73 m²," 1,200,000,000"
Bonus Furnish 1BR 29m2 Madison Park MP Central Park CP Tanjung Duren,"Tanjung Duren, Jakarta Barat",1,1,29 m²," 695,000,000"
"KEBAYORAN BARU - APARTEMEN PAKUBUWONO VIEW, TOWER REDWOOD 2BR, LANTAI RENDAH","Kebayoran Baru, Jakarta Selatan",2,2,153 m²," 5,900,000,000"
Dijual Apartemen 2BR Mediterani Hayam Wuruk Jakarta.,"Hayam Wuruk, Jakarta Pusat",2,1,40 m²," 550,000,000"
Dijual Apartemen Pesona Bahari,"Sawah Besar, Jakarta Pusat",3,1,162 m²," 1,500,000,000"
Vco - Dijual Cepat Apartemen Puri Mansion Studio Standart Tower Berryl,"Kembangan, Jakarta Barat",1,1,26 m²," 395,000,000"
Dijual Apartemen Residence 8,"Kebayoran Baru, Jakarta Selatan",2,1,133 m²," 5,900,000,000"
Dijual Apartemen Rajawali Eldeweis,"Gunung Sahari Utara, Jakarta Pusat",3,2,98 m²," 650,000,000"
Apartemen Slipi Tower 1 luas 120 m2 FF Grogol Jakarta Barat,"Slipi, Jakarta Barat",3,2,120 m²," 1,800,000,000"
Dijual Apartemen Gading Nias 2 Kamar Furnished Tower Emerald Lt 19,"Kelapa Gading, Jakarta Utara",2,1,35 m²," 285,000,000"
Apartemen Ambassade Residence Kuningan,"Kuningan, Jakarta Selatan",2,1,68 m²," 1,800,000,000"
DIJUAL APARTEMEN 2BR CASSABLANCA EAST RESIDENT DUREN SAWIT JAKTIM,"Duren Sawit, Jakarta Timur",2,1,33 m²," 385,000,000"
Dijual Apartemen Sudirman Park 1BR Furnished High Floor View City,"Karet Tengsin, Jakarta Pusat",1,1,32 m²," 1,000,000,000"
Dijual 1Park Avenue Apartment 2+1 BR Fully Furnished,"Gandaria, Jakarta Selatan",2,2,143 m²," 4,500,000,000"
"Turun Harga, Dibawah Harga NJOP, lokasi strategis, unit jarang","Kuningan, Jakarta Selatan",2,1,80 m²," 1,320,000,000"
Kabar gembira apartemen rasuna turun harga lokasi bagus banget,"Kuningan, Jakarta Selatan",2,2,74 m²," 1,200,000,000"
Limited Offer Bulan Puasa Type Studio Premium Apartemen Green Pramuka,"Cempaka Putih, Jakarta Pusat",1,1,21 m²," 473,000,000"
Apartement FX Residence unit good unit,"Sudirman, Jakarta Selatan",2,1,92 m²," 1,900,000,000"
Dijual 2 BR furnish apartemen green bay Pluit Jakarta Utara,"Pluit, Jakarta Utara",2,1,42 m²," 450,000,000"
Dijual Apartemen Tokyo Riverside PIK2 Studio Uk 21m2 265 Juta,"Penjaringan, Jakarta Utara",1,1,21 m²," 265,000,000"
"APT.PANTAI MUTIARA,HARGA NEGO",Jakarta Utara,3,2,117 m²," 2,500,000,000"
Dijual Cepat Apartemen Cozy Casablanca Mansion 3BR Modif 2BR Furnish,"Menteng Dalam, Jakarta Selatan",2,2,63 m²," 1,150,000,000"
Dijual apartemen gading resort residence,"Kelapa Gading, Jakarta Utara",3,2,105 m²," 1,750,000,000"
Apartemen Puri Parkview Jakbar 2 Bedroom 35m2 Furnished,"Meruya, Jakarta Barat",2,1,35 m²," 450,000,000"
Nicely Furnished 2Bdr Apartment   Ciputra World 2 The Orchard,"Kuningan, Jakarta Selatan",2,2,105 m²," 3,800,000,000"
Apartemen Gandaria Height Jakarta Selatan,"Kebayoran Lama, Jakarta Selatan",1,1,40 m²," 1,595,000,000"
Jual Cepat Apartemen Cityloft 134 sqm Unfurnish,Jakarta Pusat,1,1,134 m²," 3,400,000,000"
Jual Cepat Apartemen Regatta Full Furnish Tower Rio Jenairo,"Pluit, Jakarta Utara",4,3,176 m²," 4,000,000,000"
Dijual Apartemen Kemang Village Studio Tower Intrecon,"Kebayoran Baru, Jakarta Selatan",1,1,38 m²," 1,100,000,000"
Apartemen 1BR Sentra Timur Cakung,"Cakung, Jakarta Timur",1,1,31 m²," 295,000,000"
Jual Apartemen Boutique Kemayoran.,"Kemayoran, Jakarta Pusat",2,1,50 m²," 780,000,000"
Apartemen siap huni sudirman Jakarta,"Sudirman, Jakarta Selatan",4,2,175 m²," 7,500,000,000"
Dijual Cepat Apartemen 2BR Capitol Salemba Jakarta Dibawah NJOP,"Kenari, Jakarta Pusat",2,1,46 m²," 1,450,000,000"
GREEN PRAMUKA 2BR KOSONGAN NEGO,"Cempaka Putih, Jakarta Pusat",2,1,33 m²," 330,000,000"
Dijual Apartemen EVian Garden Klp Gading square,"Kelapa Gading, Jakarta Utara",4,3,110 m²," 1,710,000,000"
Apartemen Veranda Residence dijual Luas 69m2 View Sangat Tenang,"Puri Indah, Jakarta Barat",1,1,69 m²," 1,600,000,000"
Jual Apartment Kemang village residence Tower Ritz 4BR Best Price,"Kemang, Jakarta Selatan",4,2,205 m²," 5,500,000,000"
Dijual Cepat Apartemen Signature Park Tebet type 2BR,"Tebet, Jakarta Selatan",2,1,38 m²," 850,000,000"
Apartement Essence Darmawangsa 2 bedroom good price,"Cipete, Jakarta Selatan",2,2,83 m²," 1,600,000,000"
Apartemen Branz Mega Kuningan Lokasi Super Strategis Kualitas Jepang,"Kuningan, Jakarta Selatan",3,2,136 m²," 1,800,000,000"
Dijual Apartment Denpasar Res 120m 3br furnished 3.9M,"Kuningan, Jakarta Selatan",3,3,120 m²," 3,500,000,000"
Apartemen Riverside 2BR Fully furnish Muara Karang Jakarta Utara,"Muara Karang, Jakarta Utara",2,1,83 m²," 1,350,000,000"
Dijual Apartemen MOI City Home Furnished 2 Kamar View Timur,"Kelapa Gading, Jakarta Utara",2,1,45 m²," 750,000,000"
Type 2 Kamar Fullfurnished by Dekoruma Apartemen Green Pramuka City,"Cempaka Putih, Jakarta Pusat",2,1,33 m²," 674,551,144"
Hunian spesial pemandangan kota Tower Magnolia Apartemen Green Pramuka,"Cempaka Putih, Jakarta Pusat",2,1,33 m²," 665,000,000"
Murah Apartemen Green Pramuka City 2BR (33 m2) Furnished 400 Juta,"Cempaka Putih, Jakarta Pusat",2,1,33 m²," 400,000,000"
Apartemen Gold Coast PIK  Semi Furnish Dijual siap huni,"Pantai Indah Kapuk, Jakarta Utara",5,4,142 m²," 7,000,000,000"
JUAL APARTEMEN MEWAH HOLLAND VILLAGE JAKARTA PUSAT,"Cempaka Putih, Jakarta Pusat",3,3,110 m²," 2,398,564,214"
Dijual Cepat Apartemen Mediterania Garden 2 Tanjung Duren JakBar,"Tanjung Duren, Jakarta Barat",2,1,43 m²," 880,000,000"
Good Price 2br35m2 Green Bay Pluit Greenbay Full Furnish,"Pluit, Jakarta Utara",2,1,35 m²," 398,000,000"
Dijual Cepat Apartemen Casa Grande Residence 2 BR L 76 m2 Full Furnish,"Tebet, Jakarta Selatan",2,1,76 m²," 3,150,000,000"
Dijual apartemen City Home Tower Hawai Bay 2BR harga murah,"Kelapa Gading, Jakarta Utara",2,1,45 m²," 680,000,000"
DIJUAL APT CITY HOME SANFRASISCO BAY LT.17 LB.45m RENOV 1KT SIAP HUNI,"Kelapa Gading, Jakarta Utara",1,1,45 m²," 750,000,000"
Dijual Apartemen Gading Mediterania 2 BR Rp 550 jt Nego,"Kelapa Gading, Jakarta Utara",2,1,36 m²," 550,000,000"
JUAL MURAH APARTEMEN GREEN PARK VIEW TOWER  G,"Cengkareng, Jakarta Barat",1,1,24 m²," 159,000,000"
Dijual Apartemen Termurah 2BR Full Furnish di The Mansion Kemayoran,"Kemayoran, Jakarta Pusat",2,1,70 m²," 1,100,000,000"
DIJUAL CEPAT APARTEMEN CASABLANCA EAST RESIDENCE,"Pondok Bambu, Jakarta Timur",2,1,36 m²," 230,000,000"
Dijual cepat dan termurah apartemen northland ancol 41m2 harga 495juta,"Ancol, Jakarta Utara",2,1,41 m²," 495,000,000"
Dijual Apartemen Hawain Bay Gading River View,"Kelapa Gading, Jakarta Utara",2,1,45 m²," 675,000,000"
Jual Cepat Apartemen Mediterania  Marina Residence Ancol Jakarta Utara,"Kelapa Gading, Jakarta Utara",2,2,80 m²," 850,000,000"
dijual cepat apartemen menara kebon jeruk murah standar developer,"Kebon Jeruk, Jakarta Barat",1,1,24 m²," 300,000,000"
Good Unit At The 18 Th Residence,"SetiaBudi, Jakarta Selatan",2,1,48 m²," 900,000,000"
Apartemen Bassura City Connect to Mall- A.29 2kamar-Harga Nego0,"Cipinang, Jakarta Timur",2,1,37 m²," 594,000,000"
Private Apartement SOHO Pancoran lokasi di Jakarta Selatan dekat kemana mana,"Pancoran, Jakarta Selatan",1,2,97 m²," 2,600,000,000"
Apartemen Dijual LA Hub di Jakarta Selatan Dekat Aeon,"Lenteng Agung, Jakarta Selatan",1,1,22 m²," 525,000,000"
Dijual Apartmen The 18th Epicentrum Kuningan.,"Kuningan, Jakarta Selatan",1,1,42 m²," 1,200,000,000"
APARTEMEN DEKAT MALL DENGAN FASILITAS LENGKAP LOKASI STRATEGIS AREA KEMANG,"Kemang, Jakarta Selatan",3,2,173 m²," 5,500,000,000"
"TURUN HARGA, JUAL CEPAT Apartemen Sahid Sudirman, 60 sqm, 2 Bed, Low Zone (RD)","Tanah Abang, Jakarta Pusat",2,1,60 m²," 1,790,000,000"
Di Jual 2BR Furnish Condominium Apartment Green Bay Pluit,"Pluit, Jakarta Utara",2,2,77 m²," 1,800,000,000"
Unit Townhouse dengan Private Pool Size 555m2 di Botanica Apartemen Paling Cozy,"Kebayoran Lama, Jakarta Selatan",4,4,555 m²," 28,000,000,000"
City Home 35m² HafapbTimur Baru Renov,"Kelapa Gading, Jakarta Utara",2,1,35 m²," 620,000,000"
"APARTEMEN STUDIO DI JUAL MURAH Di Jl. PIK2, Pantai Indah Kapuk","Penjaringan, Jakarta Utara",1,1,21 m²," 340,000,000"
Di Jual Murah Apartement Elpis Residence tipe studio,"Kemayoran, Jakarta Pusat",1,1,23 m²," 380,000,000"
FOR SALE GADING MEDITERANIA RESIDENCE,"Kelapa Gading, Jakarta Utara",3,2,73 m²," 1,100,000,000"
Apartemen Kelapa Gading Nias 2 Kamar Emerald Kosongan View Taman,"Kelapa Gading, Jakarta Utara",2,1,35 m²," 200,000,000"
Di Jual Apartemen Gading Nias 2 BR Semi Furnished,"Kelapa Gading, Jakarta Utara",2,1,35 m²," 220,000,000"
Apartemen Mediterania Garden 1 - Full Furnished Renovasi,"Tanjung Duren, Jakarta Barat",2,1,44 m²," 1,000,000,000"
2BR Semi Furnished Apartemen Mediterania Garden Residences 1   Mall Central Park,"Tanjung Duren, Jakarta Barat",2,1,42 m²," 675,000,000"
"Apartemen The Mansion Bougenville 85m², Nego","Kemayoran, Jakarta Pusat",2,2,85 m²," 1,500,000,000"
"Apartemen Setiabudi Sky Garden, 2bedroom, fullfurnished, unit bagus.","SetiaBudi, Jakarta Selatan",2,2,89 m²," 3,400,000,000"
Cepat Unit Apartemen Mewah di Apartemen French Walk,"Kelapa Gading, Jakarta Utara",1,1,101 m²," 1,300,000,000"
Dijual CEPAT Apartemen Maple Park Sunter Jakarta Utara,"Sunter Agung, Jakarta Utara",1,1,32 m²," 365,000,000"
"Apartemen Setiabudi Sky Garden, 2bedroom, luas 93m2, baru renovasi.","SetiaBudi, Jakarta Selatan",2,2,93 m²," 4,200,000,000"
Apartement Full Furnish Tower Capilano The Mansion Kemayoran Jakarta Pusat,"Kemayoran, Jakarta Pusat",2,1,85 m²," 1,200,000,000"
Dijual Apartement Gading Mediterania Residences Jakarta Utara,"Kelapa Gading, Jakarta Utara",2,1,73 m²," 775,000,000"
"Apartemen mewah siap pakai di Holland Village 2 ,Jakarta Pusat","Cempaka Putih, Jakarta Pusat",3,2,131 m²," 2,300,000,000"
Apartemen Murah 2 BR Di Kelapa Gading Jakarta Utara Full Furnished,"Kelapa Gading, Jakarta Utara",2,1,30 m²," 250,000,000"
Dijual Apartemen Metro Park Residences Tipe Studio Furnished Siap Huni,"Kedoya Selatan, Jakarta Barat",1,1,28 m²," 650,000,000"
Apartemen French Walk Tower Evian Garden Furnish Sertifikat Terbaik,"Kelapa Gading, Jakarta Utara",3,2,110 m²," 1,850,000,000"
For Sale Aparment Capitol Park Carolus Salemba,"Senen, Jakarta Pusat",2,1,46 m²," 1,500,000,000"
Jual Apartemen Patria Park 3 Bedroom Lantai Rendah Furnished SHM,"Cawang, Jakarta Timur",3,3,89 m²," 1,350,000,000"
Apartemen Wang Residence 2BR,Jakarta Barat,2,2,130 m²," 4,250,000,000"
Dijual BU Apartment Gateway Pesanggrahan 2 BR SHM Kosongan,"Pesanggrahan, Jakarta Selatan",2,1,32 m²," 220,000,000"
"2 BR PANCORAN RIVERSIDE APARTEMEN, DIJUAL CEPAT","Pancoran, Jakarta Selatan",2,1,33 m²," 310,000,000"
Jual Apartment Murah Rp 450 juta Gardenia Boulvard Pejaten,"Pejaten, Jakarta Selatan",1,1,33 m²," 450,000,000"
Dijual Apartmen The 18th Epicentrum Kuningan.,"Kuningan, Jakarta Selatan",1,1,42 m²," 1,200,000,000"
APARTEMEN DEKAT MALL DENGAN FASILITAS LENGKAP LOKASI STRATEGIS AREA KEMANG,"Kemang, Jakarta Selatan",3,2,173 m²," 5,500,000,000"
"Apartemen The Mansion Bougenville 85m², Nego","Kemayoran, Jakarta Pusat",2,2,85 m²," 1,500,000,000"
Unit Townhouse dengan Private Pool Size 555m2 di Botanica Apartemen Paling Cozy,"Kebayoran Lama, Jakarta Selatan",4,4,555 m²," 28,000,000,000"
Di Jual 2BR Furnish Condominium Apartment Green Bay Pluit,"Pluit, Jakarta Utara",2,2,77 m²," 1,800,000,000"
City Home 35m² HafapbTimur Baru Renov,"Kelapa Gading, Jakarta Utara",2,1,35 m²," 620,000,000"
Apartemen Mediterania Garden 1 - Full Furnished Renovasi,"Tanjung Duren, Jakarta Barat",2,1,44 m²," 1,000,000,000"
2BR Semi Furnished Apartemen Mediterania Garden Residences 1   Mall Central Park,"Tanjung Duren, Jakarta Barat",2,1,42 m²," 675,000,000"
DIJUAL APARTEMEN PARK ROYALE,"Bendungan Hilir, Jakarta Pusat",2,2,103 m²," 1,900,000,000"
"APARTEMEN STUDIO DI JUAL MURAH Di Jl. PIK2, Pantai Indah Kapuk","Penjaringan, Jakarta Utara",1,1,21 m²," 340,000,000"
Di Jual Murah Apartement Elpis Residence tipe studio,"Kemayoran, Jakarta Pusat",1,1,23 m²," 380,000,000"
FOR SALE GADING MEDITERANIA RESIDENCE,"Kelapa Gading, Jakarta Utara",3,2,73 m²," 1,100,000,000"
APARTEMEN PURI PARK VIEW TOWER E PESANGGRAHAN JAKARTA BARAT,"Kembangan, Jakarta Barat",1,1,36 m²," 600,000,000"
Dijual 2 kamar apartemen gading mediterania residence furnish 480 juta,"Kelapa Gading, Jakarta Utara",2,1,43 m²," 450,000,000"
"Apartemen Setiabudi Sky Garden, 2bedroom, luas 93m2, baru renovasi.","SetiaBudi, Jakarta Selatan",2,2,93 m²," 4,200,000,000"
Ready Apartemen Puri Mansion,"Kembangan, Jakarta Barat",1,1,26 m²," 520,000,000"
Dijual Apartemen The Empyreal Lantai Rendah 2BR Full Furnished,"SetiaBudi, Jakarta Selatan",2,2,86 m²," 2,500,000,000"
Dijual Apartemen The Mansion Jasmine,"Kemayoran, Jakarta Pusat",2,1,73 m²," 1,050,000,000"
Jual/Sewa Murah Cepat  Apartemen Termurah Bellagio Residence JJaksel,"Kuningan, Jakarta Selatan",2,2,84 m²," 1,600,000,000"
DIJUAL MURAH Apartment Mewah PEJATEN,"Pasar Minggu, Jakarta Selatan",1,1,55 m²," 1,200,000,000"
"DIJUAL (TERMURAH) APARTEMEN SENOPATI SUITE 512sqm, Jr. PENTHOUSE","Kebayoran Baru, Jakarta Selatan",5,1,512 m²," 25,000,000,000"
For Sale Apartement Sudirman Park Full Furnished Middle Floor 2 BR,"Karet Tengsin, Jakarta Pusat",2,1,48 m²," 950,000,000"
Vky-Dijual Apartemen Grand Palace Palazzo Kemayoran 2 BR Unfurnish,"Kemayoran, Jakarta Pusat",2,2,60 m²," 570,000,000"
Dijual Murah Apartemen Taman Rasuna 2BR Furnish,"SetiaBudi, Jakarta Selatan",2,2,74 m²," 950,000,000"
Dijual Murah Apartemen The Wave 2BR View Pool,"SetiaBudi, Jakarta Selatan",2,1,60 m²," 900,000,000"
Jual Cepat Apartemen 57 Promenade 1BR,Jakarta Pusat,1,1,55 m²," 3,300,000,000"
"Apartement Osaka, Pantai Indah Kapuk Jakarta Utara, Type Studio","Pantai Indah Kapuk, Jakarta Utara",1,1,16 m²," 300,000,000"
Apartemen kemang Village Tower Ritz Lantai tinggi,"Kemang, Jakarta Selatan",3,2,148 m²," 4,100,000,000"
Dijual Apartemen The Wave Setiabudi Luas dan Lokasi Strategis,"SetiaBudi, Jakarta Selatan",1,1,40 m²," 700,000,000"
Dijual Apartement St Moritz Presidential Suite Jakarta Barat,"Kembangan, Jakarta Barat",3,3,157 m²," 4,500,000,000"
"Dijual Apartemen Green Lake Sunter, Jakarta Utara","Tanjung Priok, Jakarta Utara",2,1,42 m²," 600,000,000"
"TERMURAH APARTEMEN PURI KEMAYORAN,JAKARTA PUSAT","Kemayoran, Jakarta Pusat",3,2,72 m²," 440,000,000"
Apartemen Gading Greenhill Furnished Mewah Kelapa Gading Jakarta Utara,"Kelapa Gading, Jakarta Utara",2,1,48 m²," 650,000,000"
APARTEMEN MEWAH HARGA MURAH LOKASI DI JAKARTA SELATAN,"Pejaten, Jakarta Selatan",1,1,24 m²," 590,000,000"
Dijual Murah dan Cepat Apartment Wesling Kedoya Garden Jakarta Barat,"Kedoya Selatan, Jakarta Barat",3,2,142 m²," 1,900,000,000"
Apartement Season City,"Jelambar, Jakarta Barat",3,2,56 m²," 900,000,000"
Apartemen di senayan Jakarta selatan,"Senayan, Jakarta Selatan",2,1,81 m²," 1,800,000,000"
Apartemen Mediterania Fully Furnish Interioar Mewah Lantai Granit,"Kelapa Gading, Jakarta Utara",2,1,60 m²," 850,000,000"
Termurah Harga Bawah Njop Apartemen Paladian Park Kelapa Gading 2Kamar,"Kelapa Gading, Jakarta Utara",2,1,85 m²," 850,000,000"
Pancoran riverside apartment,"Pengadegan, Jakarta Selatan",1,1,32 m²," 400,000,000"
"Dijual Cepat   Apartemen Gold Coast Tower Atlantic 1 BR, PIK, Jakut.","Penjaringan, Jakarta Utara",1,1,51 m²," 1,500,000,000"
Dijual Apartment Point Square Lebak Bulus Jakarta Selatan,"Lebak Bulus, Jakarta Selatan",3,3,136 m²," 2,870,000,000"
Apartment West Vista Jual Rugi 550jt net,"Cengkareng, Jakarta Barat",1,1,30 m²," 550,000,000"
Dijual Murah Apartment West Vista Studio Hook,"Cengkareng, Jakarta Barat",1,1,34 m²," 475,000,000"
Murah Denpasar Residence Kuningan 2BR Full Furnish,"SetiaBudi, Jakarta Selatan",2,2,92 m²," 2,800,000,000"
Dijual Apartemen di Jakarta Selatan,"SetiaBudi, Jakarta Selatan",3,3,135 m²," 2,800,000,000"
DIJUAL CEPAT APARTEMENT MEDITERANIA GAJAH MADA JAKARTA BARAT CASH ONLY,"Taman Sari, Jakarta Barat",1,1,56 m²," 750,000,000"
Dijual Apartemen 2 bedroom Siap Huni di Nuansa Pondok Kelapa,"Pondok Kelapa, Jakarta Timur",2,1,33 m²," 597,000,000"
For Sale Apartemen The Mansion Jasmine,"Kemayoran, Jakarta Pusat",2,1,73 m²," 900,000,000"
Dijual Cepat Apartemen Gold Coast (DE),"Pantai Indah Kapuk, Jakarta Utara",4,3,168 m²," 6,100,000,000"
JUAL - Apartemen Gading Nias 2 Kamar Tower Bougenville 2 AC,"Kelapa Gading, Jakarta Utara",2,1,35 m²," 185,000,000"
Dijual 3BR Bassura City Tower Edelweiss Full furnish Rp. 750 Jt,"Jatinegara, Jakarta Timur",3,1,48 m²," 750,000,000"
"Apartemen 2 kamar full furnished di 18th Taman Rasuna, Kuningan Jaksel","SetiaBudi, Jakarta Selatan",2,1,63 m²," 1,550,000,000"
Dijual Apartemen Pakubuwono Residence 2 Bedroom,"Kebayoran Baru, Jakarta Selatan",2,2,152 m²," 5,850,000,000"
Jual Green Pramuka 2 Kamar Tidur Hanya 290Jt,"Cempaka Putih, Jakarta Pusat",2,1,33 m²," 290,000,000"
"Dijual Apt Mediterania 1 Tanjung Duren, Tower Azalea","Tanjung Duren, Jakarta Barat",1,1,36 m²," 645,000,000"
Dijual Apartemen Mediterania Garden 2 tower Kenanga,"Tanjung Duren, Jakarta Barat",2,1,42 m²," 935,000,000"
Jual Apartemen Setiabudi Sky Garden 1 Bedroom Lantai Sedang Furnished,"SetiaBudi, Jakarta Selatan",1,1,79 m²," 2,500,000,000"
Dijual Apartemen Green Sedayu,"Cengkareng, Jakarta Barat",1,1,28 m²," 650,000,000"
JUAL Apartemen Gading Nias 2 Kamar Tower Chrysant sudah SHM,"Kelapa Gading, Jakarta Utara",2,1,35 m²," 215,000,000"
"Jual Apartemen Gading Nias - 2 BR, T.Bugenvile, Lt. Rendah, Sertifikat","Kelapa Gading, Jakarta Utara",2,1,35 m²," 245,000,000"
DIJUAL CEPAT APARTEMEN GADING NIAS LT.3 TOWER ALAMANDA,"Kelapa Gading, Jakarta Utara",2,1,35 m²," 220,000,000"
DIJUAL CEPAT APARTEMENT MEDITERANIA GAJAH MADA JAKARTA BARAT CASH ONLY,"Taman Sari, Jakarta Barat",1,1,56 m²," 750,000,000"
Murah Denpasar Residence Kuningan 2BR Full Furnish,"SetiaBudi, Jakarta Selatan",2,2,92 m²," 2,800,000,000"
Dijual Apartemen di Jakarta Selatan,"SetiaBudi, Jakarta Selatan",3,3,135 m²," 2,800,000,000"
Jual Murah Apartemen Puri Imperium 3BR BU banting harga,Jakarta Selatan,3,2,136 m²," 2,000,000,000"
Dijual Apartemen Siap Huni Di Casablanca East Residence Pondok Bambu D,"Pondok Bambu, Jakarta Timur",2,1,38 m²," 300,000,000"
APRT. CITYHOME /MOI (35M2/2BR),"Kelapa Gading, Jakarta Utara",2,1,35 m²," 550,000,000"
JUAL APARTEMEN BAGUS NYAMAN KELAPA GADING,"Kelapa Gading, Jakarta Utara",2,1,94 m²," 1,600,000,000"
Dijual Apartemen 2 bedroom Siap Huni di Nuansa Pondok Kelapa,"Pondok Kelapa, Jakarta Timur",2,1,33 m²," 597,000,000"
Dijual apartemen Hawaian 6th Floor Gading River View,"Kelapa Gading Barat, Jakarta Utara",2,1,45 m²," 655,000,000"
"Apartemen Moi Tower Manhattan Luas 35m2 Type 2KT Low Floor, Jakarta Utara","Kelapa Gading Barat, Jakarta Utara",2,1,35 m²," 690,000,000"
Murah Apartemen Sunter Park View Studio 18m2 Furnished Manis,"Tanjung Priok, Jakarta Utara",1,1,18 m²," 275,000,000"
Apartemen Green Bay Pluit 2 Bedroom Jadi 1 Full Furnish Siap Huni,"Penjaringan, Jakarta Utara",1,1,35 m²," 420,000,000"
Apartment West Vista Jual Rugi 550jt net,"Cengkareng, Jakarta Barat",1,1,30 m²," 550,000,000"
Dijual Murah Apartment West Vista Studio Hook,"Cengkareng, Jakarta Barat",1,1,34 m²," 475,000,000"
"APARTEMEN OAKTOWER B LANTAI RENDAH (LANTAI SUPER PREMIUM), JAKARTA UTARA","Kelapa Gading, Jakarta Utara",2,1,42 m²," 650,000,000"
Dijual /Disewa Poins Square Apartment Lebak Bulus,"Lebak Bulus, Jakarta Selatan",4,4,220 m²," 5,500,000,000"
Master Bedroom Compact Furnished & Lokasi Strategis Apt. Green Pramuka,"Cempaka Putih, Jakarta Pusat",2,1,33 m²," 595,000,000"
Tower Scarlet Type 2Bedroom bonus TV 33' Apartemen Green Pramuka City,"Cempaka Putih, Jakarta Pusat",2,1,33 m²," 592,700,000"
2BR Lt. 7 Premium All Tower Apartemen Green Pramuka City-Promo 15%,"Cempaka Putih, Jakarta Pusat",2,1,33 m²," 714,000,000"
Dijual Apartemen Kemang Village Tower Tiffany 3 Bedroom,"Kemang, Jakarta Selatan",3,3,205 m²," 6,500,000,000"
"Apartemen Taman Rasuna Said Jakarta selatan, Tower 16, 2BR, Lt25 SHM","Karet Kuningan, Jakarta Selatan",2,2,74 m²," 1,250,000,000"
"Dijual cepat
Apartemen City Resort, cengkareng, jakarta barat3","Cengkareng, Jakarta Barat",2,1,55 m²," 550,000,000"
"Apartemen full furnish tower B di Green hill ,Kelapa gading,Jakarta Utara","Kelapa Gading, Jakarta Utara",2,1,48 m²," 465,000,000"
Dijual cepat apartemen Gading Resort Residence MOI Jakarta Utara,"Kelapa Gading, Jakarta Utara",2,2,103 m²," 1,550,000,000"
FOR SALE APARTEMEN LANGHAM RESIDENCE,"Senayan, Jakarta Selatan",5,3,523 m²," 50,000,000,000"
"Apartemen Murce pondok indah cocok unt Mahasiswa, ys","Pondok Indah, Jakarta Selatan",1,1,65 m²," 1,200,000,000"
Apartement Semi Furnish Di Cityhome Mall Of Indonesia Kelapa Gading,"Kelapa Gading, Jakarta Utara",2,1,45 m²," 665,000,000"
"Dijual Apartemen Studio di Menteng Park Residences, Jakarta Pusat","Cikini, Jakarta Pusat",1,1,33 m²," 1,300,000,000"
APARTEMEN MITRA BAHARI,"Penjaringan, Jakarta Utara",2,2,90 m²," 850,000,000"
"DIJUAL APARTMENT WESLING - KEBON JERUK, KEDOYA SELATAN, JAKARTA BARAT","Kebon Jeruk, Jakarta Barat",4,3,101 m²," 1,000,000,000"
"DIJUAL RUGI Apartemen Taman Rasuna 1BR, 2BR & 3BR Fully Furnished","SetiaBudi, Jakarta Selatan",3,3,97 m²," 1,500,000,000"
Jual Cepat apartemen di Sudirman,"Sudirman, Jakarta Selatan",1,1,33 m²," 650,000,000"
Cepat Apartemen Best Western 2KT luas 65m Mangga Besar Sawah Besar Jak,"Mangga Dua Selatan, Jakarta Pusat",2,1,65 m²," 700,000,000"
